time	V(vout)
4.844509543580242e-02	4.567981e+00
4.857054943361030e-02	3.919212e+00
4.871959745734735e-02	3.316626e+00
4.888570339579877e-02	2.914907e+00
4.904628640468567e-02	2.682949e+00
4.919941245280842e-02	2.537357e+00
4.927235010601366e-02	2.504179e+00
4.932426365857748e-02	2.505412e+00
4.936267496407534e-02	2.523635e+00
4.940159061578790e-02	2.567946e+00
4.945465196682391e-02	2.683123e+00
4.950308023949525e-02	2.860647e+00
4.958165733471968e-02	3.253401e+00
4.970722538202738e-02	3.903049e+00
4.985074616441880e-02	4.466864e+00
5.003499140767557e-02	4.892512e+00
5.022473543160478e-02	5.163196e+00
5.033554936486458e-02	5.266877e+00
5.040855678702412e-02	5.300886e+00
5.046051279312545e-02	5.303407e+00
5.049895281924029e-02	5.289127e+00
5.053785066842589e-02	5.251877e+00
5.059097687513502e-02	5.151311e+00
5.063938086263884e-02	4.986927e+00
5.071791913069012e-02	4.605393e+00
5.084342859827346e-02	3.956744e+00
5.099294369867010e-02	3.354053e+00
5.115980157556695e-02	2.952077e+00
5.132147134844282e-02	2.719087e+00
5.147235446929534e-02	2.575958e+00
5.154522606733970e-02	2.542851e+00
5.159709941234446e-02	2.543931e+00
5.163548351122643e-02	2.561973e+00
5.167441603650692e-02	2.605978e+00
5.172741593384720e-02	2.720372e+00
5.177586721622843e-02	2.897446e+00
5.185448109832529e-02	3.289938e+00
5.198010464156712e-02	3.939529e+00
5.212439727854364e-02	4.506122e+00
5.230874638114983e-02	4.931663e+00
5.249804831045260e-02	5.201032e+00
5.260864267283821e-02	5.304060e+00
5.268153747101181e-02	5.337699e+00
5.273342493939064e-02	5.339951e+00
5.277181859551733e-02	5.325430e+00
5.281074519233342e-02	5.287759e+00
5.286376667923445e-02	5.186563e+00
5.291220987815198e-02	5.021257e+00
5.299081083689821e-02	4.638716e+00
5.311641488484681e-02	3.990151e+00
5.326664637159694e-02	3.386561e+00
5.343380835246126e-02	2.985576e+00
5.359735482819557e-02	2.750651e+00
5.374579103488573e-02	2.610434e+00
5.381844464147388e-02	2.577662e+00
5.387018520034565e-02	2.578731e+00
5.390847941129633e-02	2.596685e+00
5.394746775079236e-02	2.640581e+00
5.400026449468642e-02	2.754185e+00
5.404879183154855e-02	2.931267e+00
5.412752729847141e-02	3.324123e+00
5.425333422382697e-02	3.974116e+00
5.439846776542220e-02	4.543113e+00
5.458270662684132e-02	4.967552e+00
5.477147781107570e-02	5.235349e+00
5.488180914704228e-02	5.337664e+00
5.495456890992924e-02	5.370914e+00
5.500637415058187e-02	5.372897e+00
5.504471215427987e-02	5.358142e+00
5.508367328891235e-02	5.320059e+00
5.513656903003856e-02	5.218304e+00
5.518505930743831e-02	5.052077e+00
5.526373553054982e-02	4.668506e+00
5.538945310790076e-02	4.020002e+00
5.554051352297591e-02	3.415120e+00
5.570772553163942e-02	3.015706e+00
5.587308309614605e-02	2.778952e+00
5.601916787203574e-02	2.641511e+00
5.609162209536446e-02	2.609057e+00
5.614324107456693e-02	2.610120e+00
5.618145293301810e-02	2.627997e+00
5.622049249609579e-02	2.671797e+00
5.627310296030573e-02	2.784690e+00
5.632170001995108e-02	2.961786e+00
5.640054693923057e-02	3.354980e+00
5.652652191251042e-02	4.005352e+00
5.667240498041053e-02	4.576466e+00
5.685655787293589e-02	4.999933e+00
5.704484491501422e-02	5.266306e+00
5.715493685380989e-02	5.367972e+00
5.722757359657311e-02	5.400869e+00
5.727930387699627e-02	5.402609e+00
