time	V(vout)
1.362709206143039e-02	1.581467e+00
1.367311354331277e-02	1.627776e+00
1.367411901077561e-02	1.630036e+00
1.367612994570127e-02	1.637401e+00
1.367810260586529e-02	1.646480e+00
1.368010228475109e-02	1.658845e+00
1.368222364951942e-02	1.677223e+00
1.368469401380936e-02	1.706905e+00
1.368676496977978e-02	1.740290e+00
1.368897507632469e-02	1.786627e+00
1.369197732199831e-02	1.864835e+00
1.369475600157316e-02	1.955977e+00
1.370031336072286e-02	2.187644e+00
1.370774770373702e-02	2.565855e+00
1.371392307449392e-02	2.912159e+00
1.371825209289134e-02	3.115855e+00
1.372215979020142e-02	3.221205e+00
1.372364672018840e-02	3.236194e+00
1.372538769656060e-02	3.242637e+00
1.372722073596174e-02	3.249542e+00
1.373326464311275e-02	3.271039e+00
1.373812075464822e-02	3.286762e+00
1.374383942793248e-02	3.303992e+00
1.375161575697801e-02	3.325544e+00
1.376237224772819e-02	3.352694e+00
1.377829416417573e-02	3.388646e+00
1.380521885085985e-02	3.441573e+00
1.385367030026705e-02	3.519602e+00
1.395057319908146e-02	3.639160e+00
1.403520390284608e-02	3.713250e+00
1.408980945254839e-02	3.742479e+00
1.413003023292962e-02	3.752705e+00
1.416784460413627e-02	3.753271e+00
1.420834819060854e-02	3.744480e+00
1.424482838522242e-02	3.725232e+00
1.430417751987089e-02	3.661959e+00
1.437019286864383e-02	3.545506e+00
1.438060430874396e-02	3.508046e+00
1.440142718894423e-02	3.357320e+00
1.441906267040768e-02	3.104031e+00
1.443511536635572e-02	2.699512e+00
1.445044882331817e-02	2.186173e+00
1.445824117312124e-02	1.954534e+00
1.446590432716758e-02	1.830202e+00
1.446968880202816e-02	1.809909e+00
1.447278883708728e-02	1.802662e+00
1.447601622976556e-02	1.793910e+00
1.448138952364863e-02	1.780398e+00
1.448902731005658e-02	1.762476e+00
1.449983902763482e-02	1.739278e+00
1.451815367050258e-02	1.704248e+00
1.454120356861344e-02	1.666754e+00
1.456474971897940e-02	1.637083e+00
1.459212090655538e-02	1.613530e+00
1.463435219601199e-02	1.590470e+00
1.467902464234842e-02	1.574722e+00
1.472408513807899e-02	1.564442e+00
1.480806099311603e-02	1.551978e+00
1.492163642423498e-02	1.541385e+00
1.506804050346880e-02	1.533468e+00
1.515839290149670e-02	1.530778e+00
1.521666071905945e-02	1.529927e+00
1.525930484309970e-02	1.529663e+00
1.529548568938043e-02	1.529657e+00
1.532993573673139e-02	1.529843e+00
1.537092035006818e-02	1.530320e+00
1.542384626238925e-02	1.531447e+00
1.550959272622315e-02	1.535009e+00
1.564587064263855e-02	1.559491e+00
1.584966764121574e-02	1.638893e+00
1.585059975309236e-02	1.641035e+00
1.585246397684561e-02	1.649209e+00
1.585369348860800e-02	1.655591e+00
1.585465718839573e-02	1.661653e+00
1.585572584608781e-02	1.669540e+00
1.585673882692664e-02	1.678319e+00
1.585800136392334e-02	1.691543e+00
1.585984264131263e-02	1.715207e+00
1.586184783730028e-02	1.747385e+00
1.586437979918609e-02	1.798162e+00
1.586713804604442e-02	1.869147e+00
1.587209759647832e-02	2.043924e+00
1.588201669734612e-02	2.502120e+00
1.588847657925208e-02	2.859577e+00
1.589322605076260e-02	3.110636e+00
1.589765964131477e-02	3.267228e+00
1.589955117445150e-02	3.295517e+00
1.590141253799383e-02	3.304486e+00
1.590367980595486e-02	3.313520e+00
1.590933568768117e-02	3.334076e+00
1.591314768473872e-02	3.346939e+00
1.591852944202173e-02	3.363879e+00
1.592668790983926e-02	3.387568e+00
1.593907258074561e-02	3.420104e+00
1.596124622758111e-02	3.471270e+00
1.600559352125210e-02	3.557900e+00
1.609428810859408e-02	3.698237e+00
1.621822925130511e-02	3.849519e+00
1.629956878326000e-02	3.918904e+00
1.635648933946814e-02	3.948011e+00
1.639824711260086e-02	3.958337e+00
1.643505511661681e-02	3.959240e+00
1.647127677046894e-02	3.952221e+00
1.650913487779961e-02	3.934639e+00
1.656321948731736e-02	3.878924e+00
1.665080563223453e-02	3.723924e+00
1.666227830885609e-02	3.674210e+00
1.668522366209921e-02	3.455561e+00
1.670248103120800e-02	3.130452e+00
1.671882515188550e-02	2.639596e+00
1.673041977424330e-02	2.243850e+00
1.673753427845928e-02	2.063216e+00
1.674195631092477e-02	2.014752e+00
1.674603561070656e-02	1.999746e+00
1.674992054701119e-02	1.989102e+00
1.675373525230363e-02	1.979268e+00
1.675957134553822e-02	1.964859e+00
1.676585309358736e-02	1.950145e+00
1.677619422152788e-02	1.927723e+00
1.679569486217011e-02	1.889155e+00
1.683364552079582e-02	1.821566e+00
1.690954683804725e-02	1.700346e+00
1.695622065876461e-02	1.639628e+00
1.699298535414350e-02	1.607322e+00
1.702656271693600e-02	1.589381e+00
1.706806185498363e-02	1.575214e+00
1.710782363604364e-02	1.566182e+00
1.718680313893832e-02	1.554569e+00
1.728238978095874e-02	1.545974e+00
1.743135333651089e-02	1.538579e+00
1.748955561843228e-02	1.537120e+00
1.753215676551914e-02	1.536794e+00
1.756836796559401e-02	1.536855e+00
1.760269760141360e-02	1.537199e+00
1.764366048995343e-02	1.538016e+00
1.769659445912534e-02	1.539894e+00
1.778235372573898e-02	1.546202e+00
1.791865057005211e-02	1.562610e+00
1.792867382961301e-02	1.564667e+00
1.794872034873480e-02	1.571432e+00
1.798881338697839e-02	1.590017e+00
1.799883664653928e-02	1.598759e+00
1.801888316566108e-02	1.638033e+00
1.803135406454900e-02	1.696074e+00
1.803650453678107e-02	1.746894e+00
1.803964141052545e-02	1.795354e+00
1.804156861172057e-02	1.832658e+00
1.804271583495213e-02	1.857876e+00
1.804347408657439e-02	1.875889e+00
1.804399881661571e-02	1.888970e+00
1.804445222683793e-02	1.900706e+00
1.804492579784948e-02	1.913384e+00
1.804548362678365e-02	1.928835e+00
1.804617402853931e-02	1.948700e+00
1.804683443275778e-02	1.968454e+00
1.804748833763877e-02	1.988796e+00
